,data
222,The AstraZeneca type of Covid-19 vaccine which has been used in the city of Yogyakarta since Friday (21/5) has not yet been available… https://t.co/qlUDeQgXLU
223,"How Long Can the Side Effects of the Covid-19 Vaccine Injection Last?

Check it out in the following #SuaraGrafis!… https://t.co/T1hpfuS5pl"
224,Aurelie Moeremans reveals the effect she feels. https://t.co/gFjUKYpghJ
225,"[Info Dynamics]

The Sinopharm vaccine is one of the types of COVID-19 vaccines used in the g… https://t.co/6Vzvi8tEdD"
226,"My observations on various WAgroups, how come many are surprised by the various side effects of the COVID-19 vaccine (which… https://t.co/WGspnaOBNS"
227,AstraZeneca vaccine is safe and effective to protect people from the very serious risk of Covid-19. This includes ri… https://t.co/CEsR3xCwvj
228,"@akunyaya @collegemenfess the side effect is stronger he said,
who was busy until they died after being vaccinated a… https://t.co/hHrBResqkm"
229,AstraZeneca vaccine is safe and effective to protect people from the very serious risk of Covid-19. This includes the risk of k… https://t.co/k0P4To37KZ
230,AstraZeneca vaccine is safe and effective to protect people from the very serious risk of Covid-19. This includes the risk of c… https://t.co/dWvwQZeNef
231,AstraZeneca vaccine is safe and effective to protect people from the very serious risk of Covid-19. This includes the risk of c… https://t.co/U8G7jTMMwR
232,AstraZeneca vaccine is safe and effective to protect people from the very serious risk of Covid-19. This includes the risk of c… https://t.co/JBzwDryxdw
233,AstraZeneca vaccine is safe and effective to protect people from the very serious risk of Covid-19. This includes the risk of c… https://t.co/Mu8iMTEDfG
234,"Well... I guess every year there will be a covid vaccine. Then the certificate every year?
Are you sure it's still free??… https://t.co/i3n1mOq3GH"
235,Overcome the Side Effects of Covid-19 Vaccine Injections in the Following Way https://t.co/BkGeCNtvGs #TempoGaya
236,@KemenkesRI The benefits of vaccines in handling COVID-19 are greater than the risk of side effects (which can lead to… https://t.co/PujXAJFxj0
237,Investment in side effects of the Covid-19 vaccine is not only made to AstraZeneca. https://t.co/3s8tdc5anS
238,The benefits of vaccines in treating COVID-19 outweigh the risks of side effects (which can lead to a… https://t.co/9ehclgM4Xl
239,My mother was sick after the covid vaccine even though before the vaccine she was healthy. Do vaccines have side effects?😭
240,The benefits of vaccines in dealing with COVID-19 outweigh the risks of side effects (which can result in… https://t.co/FbLWLknayM
241,"@ooreeyoo It turns out that the side effects are common, bro, if the vaccine is astrazeneca, it's cold.. but Jane Vaccine is more resistant... https://t.co/mHWxaPRrKX"
242,"The side effects of injecting the AstraZeneca vaccine are rare, even if they are mild, such as numbness, soreness in the… https://t.co/oP0gvBFmXv"
243,One of the side effects of the covid-19 vaccine is the desire to get paid faster.
244,"@aimonaz92 Alhamdulillah, tula don't expect it to be fast, don't leave applying under the kingdom of the country, hope the side effects will make you sleepy and… https://t.co/rnsvuOfK6y"
245,"#SmartListners,

Head of the Health Handling Division of the Covid-19 Task Force Alexander Ginting said, although there were side effects… https://t.co/EHgWtmlyhI"
246,"It's still happening... in the wa group spreading copypas2 out of nowhere that a lot of people died from the hospital because of the vaccine effect, not because of co... https://t.co/uQw3dfI8dI"
247,Menstrual Changes Could Be A Short-Term Side Effect of the COVID-19 Vaccine https://t.co/1SE4yc3vFR https://t.co/heFTInsP5w
248,Regarding the Covid Vaccine (Side Effects) – Part One https://t.co/oIWnxkADTH
249,"this afternoon we met and chatted with one of the covidiot who doesn't want to be vaccinated and doesn't believe that covid is real, check it out https://t.co/TIFEvFfAP5"
250,"The next day I got vaccine info without a domicile letter, it was at the Friendship Hospital. Yea I'm there
Long story short, I b… https://t.co/BxzrdBbTw0"
251,"@sumoburloff @tiiiar @TirtoID When will I send you to the doctor? ️
I just told him to think for himself.

Yes if not ok… https://t.co/gOcp0IugeA"
252,"Fact:
- many players are positive for covid, can't compete
-Physical players are not a guarantee of passing positive for covid
-to various n… https://t.co/W6uYHnPRJj"
253,"These side effects also mean the vaccine works in the body.

https://t.co/Uf9Wd5rNxZ"
254,"These side effects also mean the vaccine works in the body.

https://t.co/TvxIP57GX8"
255,@tirta_hudhi Yampun super sadistic anyway.. where are the human rights.. I don't want to be vaccinated just to minimize the side effects https://t.co/LLLCCMbmU6
256,"How about this, for example, for example, it turns out to be positive for covid (without symptoms) but I don't know because there is no antigen or PCR and... https://t.co/Nj3ukERkwR"
257,"@dearestdea Vaccines are injected, free of charge, normal side effects

If it's severe, if it's severe, it's given an injection, it can infect your... https://t.co/fc5iehqrrB"
258,"If the effect of the vaccine is just positive for covid, so the number of covid in Jakarta is real or not, right? ️"
259,"@adhygit_ I'm still positive thinking, not because of covid, bro. Because of the vaccine effect.. Hopefully the corona month… https://t.co/KteO3OUmMO"
260,"Come on, you guys, don't be selfish by not wanting to get vaccinated, afraid of the effects of vaccines, etc.

If you all get covid with symptoms of b… https://t.co/o0dF3z20On"
261,"@derarszt Thank you doc, I'm sorry doc, I still have time to argue with the deceased about covid, still confused about vaccines… https://t.co/hwO9H1fQ7J"
262,"Conditions for the Covid-19 Vaccine for Pregnant Women, Also Check Out the Side Effects! https://t.co/x15pHyB4hS"
263,"No need to be afraid of getting vaccinated, here's an easy way to deal with the side effects of the Covid-19 vaccine https://t.co/q2bUAx1fJP"
264,The vaccine certificate printing link turned out to be traded by an irresponsible person to be sold to… https://t.co/XLPTb9liXV
265,"@day6_riego And in my area there is no delivery like that to Samsek, anyway, so that's the age of the vaccine, it's okay... https://t.co/eeAVsY7YEf"
266,Hanafi Reminds Task Force to Open Covid Vaccine Effect Complaint Service https://t.co/zYryRocy5H via @SIDAKNEWS
267,"Seeing the recent news and seeing my friends' posts about vaccine side effects, I think twice... https://t.co/1rIgIN5OwJ"
268,#Understand the side effects of the Covid-19 vaccine and how to handle it properly - Cash #Covid #Covid19 https://t.co/1bjGUNPQgg
269,BPOM issues an emergency use permit or EUA for the Sinovac Covid-19 vaccine for children over the age of 12.… https://t.co/TTpKHryuHr
270,The Covid-19 vaccine contains aluminum which has the potential to interfere with a child's growth. The government is asked to guarantee security… https://t.co/fAS0prL286
271,"Comparison of Covid 19 Drug Side Effects According to FDA and CDC Data.

Death Due to Covid 19 Vaccine Is Highest… https://t.co/zfPBFF4Wm5"
272,The second vaccine is done... as a form of effort in dealing with covid. The advice from the staff is to take a break from… https://t.co/xdSOIBwn3i
273,"@badwolf227 Hope it doesn't go well. When it's late for the vaccine, let's just lay down right away. In fact, it was sent to the Covid-19 vaccine bar, but apparently… https://t.co/mhfmdGtFh8"
274,"In addition, the researchers also revealed that the side effects after injecting this mixed Covid-19 vaccine were more… https://t.co/Vp4qiPtMWT"
275,"@ariefahza_ I mean the effects of the RI vaccine, including sleepiness (which is unusual), not the symptoms of covid after the vaccine."
276,"Well, the AstraZeneca and Pfizer vaccines are effective in preventing the Covid-19 virus as well as the Delta variant from India. Compared to effect… https://t.co/dnv0lQYT7S"
277,The Covid-19 vaccine contains aluminum which has the potential to interfere with a child's growth. https://t.co/Hl2pR1bkcL #KoranTempo
278,"I was surprised, my mother told me that the number of covid rose to the vaccinated people. I answered that the number of covid went up because the effect of people on going home but he… https://t.co/69ZqZiSVUe"
279,@schfess gass! better to endure the side effects of the vaccine than to endure the illness of covid
280,"*689 People Report Negative Reactions After Vaccination*
https://t.co/Ux3vxHOCbF

*Komnas KIPI: 228 Serious Securities Reports… https://t.co/nb9MmaWqV1"
281,"@ndreyeko Yes, yesterday I was a bit confused about the difference between the effects of the vaccine or the symptoms of covid. Because the symptoms are almost the same... https://t.co/ZbW23K7xhC"
282,"The effect of being infected with Covid-19 is not comparable to the effect of vaccination, experts urge you not to delay the vaccine

&gt;Actually, there's more… https://t.co/BftwM6GFL3"
283,"@bonniebulb @asumsico I'm a gerd and I've had the first astrazeneca vaccine, no effect, just sore. Continue 12 days… https://t.co/dfqzuaD1G1"
284,"@SuwitoRobby @Ceuceu_Corason @DwiaClara The vaccine doesn't make you immune, it only relieves the symptoms/effects of covid if you are exposed to covid"
285,"@asumsico The news is too much ah.
I have GERD. Had COVID-19 mild symptoms and Alhamdulillah... https://t.co/A2wyREks5w"
286,"@bonniebulb @asumsico it's just the first vaccine, still got covid in July and there's no effect, just can't smell the aroma"
287,"my covid story✌🏼
June 19, 2021, the Sinovac Biofarma vaccine (the first vaccine) has absolutely no side effects. I v… https://t.co/AWXhW5BoKM"
288,"""But there's no long-term research on the vaccine yet, what if in 5 or 10 years there are side effects... https://t.co/6Y9VyxlLzo"
289,"I tested positive for covid 3 days ago, without symptoms. But now I can't smell the smell and taste of bland food, I'm grateful… https://t.co/ooo8EoX4Of"
290,"Recently the issue of ""vaccine effects & risks"" and the issue of ""Covid-19 is dangerous, isn't it?"" come up again.

That's why I… https://t.co/ni0XHFYEi9"
291,"@drpriono1 @aniesbaswedan @DKIJakarta @dinkesJKT Vaccination is not mandatory. This is against the law, especially… https://t.co/ydEG3NFV93"
292,"@IndoSpurs There the daily cases are still high, but the death rate is low. It seems that Covid has become a bias disease… https://t.co/1aZdX81EjT"
293,"I suspect that the water injected was not the covid vaccine.
After all, the other one has a bad effect, etc., but I don't"
294,"X: Have you been vaccinated?
Y: already.
X: Are there any side effects?
Y: yes. happy effect. very happy. ️
#ayovaccin #COVID"
295,"@FiersaBesari 3 days the effects of soreness, dizziness, fever
For ordinary people who don't get information, there will be side effects, they will definitely… https://t.co/Qt32z7BYQQ"
296,"Groups that are difficult to get vaccinated against:
- Some covid survivors: who feel their immune system is better than… https://t.co/1sc1Zz21ah"
297,"If it continues to decline over time, researchers fear the vaccine's protective effect will diminish, especially… https://t.co/ggKbXrMBEw"
298,"the effect after the vaccine is like getting covid, how are you feeling?"
299,"@AccountKokGitu15 The reason...
1. Vaccine campaigns are inversely proportional to facts ... they say make immunity, in fact ... https://t.co/O3CyZ1zROk"
300,@idhoen @berlianidris how come the analogy is to Brugada syndrome y? Isn't Adverse events research following immunization/ki… https://t.co/OkOMGoslOS
301,@VFathun Quote this. European Medicines Agency (EMA) recommends zeneca vaccine lists side effects of blood clots… https://t.co/GYno7TycYY
302,@EIRENEISSANCE @dfitriani1 @AzzuhriK @SPlandemic @shaci117 @afrkml It means a lot to relieve severe symptoms… https://t.co/SQp3dBaMKD
303,"@AccountKokGitu15 1 Worried about the side effects of long-term vaccines
2 Have a lot of Comorbid
3 Already got Covid
4. Lazy… https://t.co/X2Q569oBoR"
304,"If there are still many people who don't want to get vaccinated because they are afraid of the side effects, it means that literacy achievement is the same as socialization about… https://t.co/ZUhG9irZ1J"
305,"Successfully invited ex-guitarists first for vaccines. Last year he sold his last guitar, effects and amp. Just… https://t.co/dF3hXjo4yp"
306,"@Anjaman5 @afrkml @Returned_Jedi There was a problem with the covid vaccine, but I was shown the effect of the vaccine trial on me… https://t.co/NPp9XRXjRN"
307,"@Anjaman5 @afrkml @Returned_Jedi Well, if you look at the video, it's the result of the meningitis vaccine trial. The problem is… https://t.co/S4H7vvlxZc"
308,Does anyone know the side effects of the covid vaccine if the vaccine type is different?
309,"@DikiMulia Oh, sorry, it could even be exposed to covid before getting the vaccine effect
Maybe you can find a better solution"
310,"@JCrackinn It's not like that..
Do you understand what I mean?
So this is it
You're vaccinated now, but you don't have any reaction... https://t.co/RAZvEqy9tx"
311,"@jalan_pedang @gipeaway @yofiyusuf @afrkml @novinaadd Yes mas
The vaccine is not what makes Corona immune, but in… https://t.co/2V1dMTHj4t"
312,Sinovac's COVID-19 vaccine was found to have decreased antibodies after the second dose. Boosters can overcome the effects of… https://t.co/Ab1Rl3f012
313,"There is a study from COVID 19, from a University of Miami article, The effects of COVID 19 can cause… https://t.co/2krp8JOT0F"
